Time,Acc_X,Acc_Y,Acc_Z,GSR,Tmp,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19
2.317293,0.713988285307869,-0.5373332984016563,1.116915199320971,-0.9242783045186694,-0.6259646914390048,-0.7677988435509268,0.04972414961637054,-0.8642111094528231,-0.6425826411381572,-0.5849447916864691,-0.46948054099663694,-0.651400895690608,-0.6756626348812079,-0.22100757773440577,-0.6789835453264127,-1.9465005575901633,0.43691666566636356,-0.7794863193642776,-1.7674805289613444,0.47406795087149883,-0.77347104964185,-0.8307347154657159,-0.8337496741162671,-0.5424870292259387,-0.9533728302135869,0.44718495039449013,-1.3779758959248476,-1.0740554843203962,0.42536034348139157,,,,,,,,,,,,,,,,0.2894440650079061,-1.0720889910421347,0.6723360115258098,-0.8926927601246697,-1.227591865904398,0.7812518699884138,,,,,,,,,,,,
2.367295,0.713988285307869,-0.5373332984016563,-0.8841210269257299,-0.8912152343043601,-0.5629837720874188,-0.7649684791222702,0.0013222519768550935,-1.0846483399561975,-0.6523486354366071,-0.5823283406467435,-0.4713709301574871,-0.6606838434168394,-0.668804635139365,-0.2117870950609442,-0.6831620338226243,-1.788212978688527,0.4630280931637596,-0.8048498230968232,-1.7148562291073994,0.41269265095446667,-0.782469594486247,-0.8054110094824009,-0.8278610812794763,-0.547997580745602,-0.954107002236212,0.44968915731912423,-1.313045277567764,-1.0026144491257936,0.4484628363795988,,,,,,,,,,,,,,,,0.00860055898905079,-1.0253320612926038,0.5222354836115599,-0.3380920284969039,-1.3222028723923023,0.6743313648838275,,,,,,,,,,,,
2.431039,0.713988285307869,-0.5373332984016563,-0.595298245447924,-0.8490654733399586,-0.48269386922053015,-0.7618943978943611,-0.011186620634467381,-1.0707218880180536,-0.6718594320024809,-0.6001156835940421,-0.47141202557403583,-0.6758113226128472,-0.6928685842006039,-0.22662182718444834,-0.6754104781905838,-1.745578563414803,0.40968112997409767,-0.8215295745243324,-1.6447854582537966,0.31136114129435577,-0.81557388349001,-0.7964013951778326,-0.7926779761790278,-0.5563150975377202,-1.0026801929384628,0.445296184154724,-1.277030720805934,-0.9131533928088257,0.6082596846856776,,,,,,,,,,,,,,,,-0.07149594306256174,-0.8710624820327684,0.5214189802865465,-0.7570124021131457,-0.827083677410458,0.7054119859033664,,,,,,,,,,,,
2.486164,0.713988285307869,-0.5373332984016563,-0.8841210269257299,-0.8126148964517412,-0.41326018298293066,-0.7585181078353787,-0.013103983082552914,-1.0200802446066335,-0.6907839157099291,-0.6176089585570487,-0.47560375806114896,-0.6921418594155156,-0.7346358643926673,-0.2955090777358448,-0.6777456748663454,-1.8361121764778912,0.19744950278730744,-0.8221825926976709,-1.6013573060789603,0.15712234411156398,-0.8336129570583283,-0.7938795904742085,-0.763136044048273,-0.5664799525635922,-1.0682756616381524,0.44856438641229895,-1.2730346200932539,-0.8857132395503773,0.6261392455769977,,,,,,,,,,,,,,,,-0.45500254270469315,-0.8655271438621314,0.4635493071265043,-0.4820128690603465,-1.058684106674071,0.519047089688095,,,,,,,,,,,,
2.571014,0.713988285307869,-0.5373332984016563,-0.8841210269257299,-0.7375004271555679,-0.3063858378168742,-0.758020925564904,-0.01832687839114383,-1.0095623648211673,-0.6986956072934832,-0.6279691998497948,-0.4830831238715082,-0.700508931028292,-0.7666210514704058,-0.36738786266573176,-0.6854215528283372,-1.843361288787009,-0.018347153246002897,-0.8169376063054317,-1.4656827902580265,0.06632248011837664,-0.8228930731534931,-0.7716521002658988,-0.7268148075592068,-0.5823194171274534,-1.0797139577766464,0.44881905152328244,-1.2701398543661473,-0.8965887674890779,0.5069790190494009,,,,,,,,,,,,,,,,-0.3738710197748819,-0.7015823339249404,0.42258805698852103,-0.9389282445491295,-0.8251675272779027,0.40807316459498244,,,,,,,,,,,,
2.640837,0.713988285307869,-0.5373332984016563,-0.8841210269257299,-0.6682373064593412,-0.2184390210518454,-0.7580599202527838,-0.04091340802961188,-1.088446463212053,-0.6991371079398865,-0.6304650076139138,-0.4831242192880383,-0.702786978818968,-0.7466685913919882,-0.3010413673399217,-0.691232516778436,-1.4518404034081351,0.17625203397021405,-0.8107408806605587,-1.136854986753154,0.14482949418615707,-0.7701193365932781,-0.7828361873762543,-0.7729091287983969,-0.5899986808071799,-1.0876200258125805,0.45251169563249016,-1.2724523569246515,-0.8612247926386024,0.5412044227030224,,,,,,,,,,,,,,,,-0.2972637926535625,-0.7150976790692641,0.4321309395995723,-1.1276840626389817,-0.8690661768329796,0.36184833273882283,,,,,,,,,,,,
2.707924,0.713988285307869,-0.5373332984016563,-0.8841210269257299,-0.6016882470068994,-0.20141602284016497,-0.7590445361217655,-0.05786289207070367,-1.143470556534062,-0.7018037718441661,-0.6332021019292461,-0.48509679928198596,-0.7020302167760689,-0.7394832677651656,-0.2746502969323582,-0.6787619178641302,-1.6089695007540425,0.2751735551166158,-0.802293326418221,-0.8516490584845087,0.17914629231367912,-0.7455307778193974,-0.7991135027364064,-0.7627401722609243,-0.6042267809992634,-1.1053533704975502,0.4642687349227198,-1.2832490507176455,-0.9101295985843785,0.6357146209229617,,,,,,,,,,,,,,,,-1.1291147771032444,-0.992869477368164,0.412636922714967,1.2673327873368712,-1.4012790635361336,0.5598717626670271,,,,,,,,,,,,
2.784775,0.713988285307869,-0.5373332984016563,-0.8841210269257299,-0.5451126097854867,-0.20141602284016497,-0.759034787449796,-0.06012537975944547,-1.145077454834634,-0.7018532199165629,-0.635245497409839,-0.4856310396970076,-0.7022203774945397,-0.7399896792010076,-0.27092112393999074,-0.6820376798676279,-1.7351292891844146,0.29560020688580424,-0.8008761380420398,-0.7616476032557407,0.22799747305922552,-0.7267010078533984,-0.8053952482030032,-0.7627896562343414,-0.6107081964081988,-1.108954336972016,0.46148864079452584,-1.038203520983658,-0.9791391291448899,-0.3508806544422661,,,,,,,,,,,,,,,,-1.8112249001060707,-0.9624483396721766,0.5615637270995163,0.9122105047371526,-1.0971602263448965,0.6387088009455513,,,,,,,,,,,,
2.852991,0.713988285307869,-0.5373332984016563,-0.8841210269257299,-0.5406029855353068,-0.20141602284016497,-0.7581899025457193,-0.13121350988473063,-1.369312808593864,-0.7018426239010479,-0.6369269630636109,-0.4852611809481436,-0.7020729059169486,-0.7198453396038085,-0.21400001090257498,-0.6818052413096238,-1.6337449478864736,0.4757144570770135,-0.7897053590768438,-0.5254877959423568,0.5720193715506711,-0.7015806532722304,-0.803044482568398,-0.7631607860349872,-0.6803079004184202,-0.8734410787211851,0.6306499407629064,-1.740507689345221,-1.1385585483595504,0.557121929771644,,,,,,,,,,,,,,,,-1.2702539877668793,-1.0127498280748328,0.7682071102706761,0.6730426905804419,-1.1389261745538073,0.8901132634914213,,,,,,,,,,,,
2.920875,-0.7149149487420853,-0.5373332984016563,-0.8841210269257299,-0.5361153091456295,-0.20141602284016497,-0.7580306742368734,-0.1406315942297341,-1.3893259965189575,-0.7018426239010479,-0.6390985420245351,-0.4841516047015515,-0.7047118709896247,-0.6945337974361427,-0.14789939511471772,-0.6956326327369301,-1.418668832525271,0.6780218147721775,-0.9578853267189074,-0.4739688570857782,0.6851811926440633,-0.5180691158778732,-0.673898310437311,-0.7873831910232656,-0.7640496303453572,-0.6003689430076153,0.6558193425647537,-2.633849845579942,-0.9395297627898592,1.192343763509242,,,,,,,,,,,,,,,,-2.760566436365969,-1.2583714871667817,0.8961089540362248,1.5929443888705392,-1.4059797560416811,0.9365889584739039,,,,,,,,,,,,
